BW,Min,P_Min,Max,P_Max,Avg,P_Avg,Samples,,,,,,,
8120,4.346,8.0039,4.414,8.0725,4.372125,8.031212460317,8,,,,,,,
8125,4.355,8.0038,4.43,8.0728,4.376875,8.031141626984,16,,,,,,,
8130,4.338,8.0023,4.405,8.0715,4.367,8.031595793651,13,,,,,,,
8135,4.336,8.0024,4.407,8.0719,4.3686,8.03223468254,10,,,,,,,
8140,4.34,8.0026,4.404,8.0724,4.36388888889,8.03189968254,9,,,,,,,
8145,4.338,8.0021,4.411,8.0746,4.37057142857,8.034228975469,7,,,,,,,
8150,4.349,8.0038,4.411,8.0779,4.37425,8.036071832612,8,,,,,,,
8155,4.345,8.004,4.413,8.0797,4.36571428571,8.038301378067,14,,,,,,,
8160,4.339,8.0044,4.421,8.0786,4.3795,8.039201378067,14,,,,,,,
8165,4.353,8.0087,4.409,8.0797,4.3736,8.041501378067,10,,,,,,,
8170,4.345,8.0082,4.417,8.0804,4.37141666667,8.041661378067,12,,,,,,,
8175,4.34,8.0092,4.417,8.0805,4.38141666667,8.042628044733,12,,,,,,,
8180,4.339,8.0096,4.409,8.0807,4.37338888889,8.042873878066,18,,,,,,,
8185,4.338,8.0108,4.412,8.0821,4.36525,8.043946100288,8,,,,,,,
8190,4.335,8.0117,4.426,8.0844,4.38718181818,8.046775645743,11,,,,,,,
8195,4.355,8.0143,4.444,8.0841,4.389,8.046457463925,12,,,,,,,
8200,4.351,8.0133,4.429,8.0832,4.39654545455,8.04631200938,11,,,,,,,
8205,4.349,8.0126,4.402,8.0839,4.37471428571,8.044700321068,7,,,,,,,
8210,4.382,8.0124,4.432,8.0858,4.4025,8.044459661728,6,,,,,,,
8215,4.348,8.0116,4.416,8.0815,4.3752,8.042609661728,10,,,,,,,
8220,4.355,8.0123,4.418,8.0823,4.38108333333,8.044374277113,12,,,,,,,
8225,4.344,8.0116,4.419,8.0819,4.383875,8.044743721558,8,,,,,,,
8230,4.351,8.0121,4.423,8.0805,4.38411111111,8.044522888225,9,,,,,,,
8235,4.347,8.0141,4.435,8.0814,4.39354545455,8.046057231659,11,,,,,,,
8240,4.361,8.0151,4.423,8.0803,4.384,8.045457231659,9,,,,,,,
8245,4.345,8.0138,4.435,8.082,4.38754545455,8.046623898326,11,,,,,,,
8250,4.344,8.0167,4.436,8.0805,4.38042857143,8.047249352871,14,,,,,,,
8255,4.347,8.017,4.421,8.0792,4.37230769231,8.047297404819,13,,,,,,,
8260,4.374,8.017,4.389,8.0786,4.384,8.047816635588,6,,,,,,,
8265,4.355,8.0149,4.424,8.0832,4.39284615385,8.048434282647,13,,,,,,,
8270,4.348,8.0142,4.414,8.0838,4.38477777778,8.046849667262,9,,,,,,,
8275,4.349,8.0139,4.405,8.0845,4.38166666667,8.046030222817,9,,,,,,,
8280,4.371,8.0137,4.432,8.0866,4.39945454545,8.046290828877,11,,,,,,,
8285,4.357,8.0114,4.424,8.0869,4.38754545455,8.045415374332,11,,,,,,,
8290,4.348,8.0106,4.44,8.0853,4.39566666667,8.044160828877,9,,,,,,,
8295,4.374,8.0103,4.42,8.084,4.3938,8.042810828877,5,,,,,,,
8300,4.347,8.0076,4.423,8.0858,4.38090909091,8.041787078877,11,,,,,,,
8305,4.347,8.0078,4.415,8.0864,4.3775,8.043221169786,8,,,,,,,
8310,4.353,8.008,4.435,8.0889,4.39017647059,8.044328312643,17,,,,,,,
8315,4.348,8.0084,4.43,8.0897,4.377,8.044856120129,14,,,,,,,
8320,4.345,8.0083,4.421,8.088,4.37658333333,8.044656120129,12,,,,,,,
8325,4.347,8.0108,4.426,8.0896,4.38427272727,8.047217786796,11,,,,,,,
8330,4.348,8.0121,4.435,8.0904,4.3907,8.047590514069,10,,,,,,,
8335,4.349,8.012,4.408,8.0889,4.375,8.046903847402,13,,,,,,,
8340,4.345,8.0123,4.427,8.0896,4.38216666667,8.046980770479,18,,,,,,,
8345,4.347,8.0129,4.438,8.0906,4.3835625,8.047344103812,16,,,,,,,
8350,4.349,8.0133,4.429,8.0865,4.39525,8.046732298256,8,,,,,,,
8355,4.349,8.0134,4.44,8.0861,4.38857142857,8.046038548256,14,,,,,,,
8360,4.357,8.0135,4.443,8.085,4.39545454545,8.046361405399,11,,,,,,,
8365,4.347,8.0134,4.413,8.0828,4.375,8.044228450854,6,,,,,,,
8370,4.37,8.0134,4.437,8.0845,4.4022,8.045481082433,10,,,,,,,
8375,4.36,8.0115,4.434,8.0828,4.388,8.043397446069,4,,,,,,,
8380,4.347,8.0106,4.42,8.0798,4.38383333333,8.042389753761,12,,,,,,,
8385,4.352,8.0115,4.415,8.0794,4.37576923077,8.042450864872,13,,,,,,,
8390,4.351,8.011,4.437,8.0801,4.3858,8.042183941795,10,,,,,,,
8395,4.351,8.011,4.397,8.0791,4.37744444444,8.041875370366,9,,,,,,,
8400,4.35,8.0108,4.425,8.081,4.3883125,8.042160925922,16,,,,,,,
8405,4.35,8.0111,4.429,8.081,4.3918,8.041660445153,10,,,,,,,
8410,4.356,8.0107,4.421,8.0798,4.374125,8.039525899698,8,,,,,,,
8415,4.347,8.0111,4.43,8.0796,4.38752631579,8.040696733031,19,,,,,,,
8420,4.351,8.0112,4.42,8.08,4.38136363636,8.041664101452,11,,,,,,,
8425,4.351,8.0107,4.404,8.0809,4.37792307692,8.042738848927,13,,,,,,,
8430,4.356,8.0114,4.416,8.0847,4.38444444444,8.044213207902,9,,,,,,,
8435,4.347,8.0111,4.422,8.086,4.3731,8.045059672549,10,,,,,,,
8440,4.351,8.0109,4.427,8.0876,4.38271428571,8.046008496078,7,,,,,,,
8445,4.349,8.0105,4.416,8.0878,4.3803,8.045797067507,10,,,,,,,
8450,4.353,8.0104,4.425,8.0884,4.38330769231,8.045445638936,13,,,,,,,
8455,4.346,8.0105,4.417,8.0884,4.37045454545,8.045006536372,11,,,,,,,
8460,4.36,8.0108,4.419,8.0903,4.38583333333,8.046872192938,6,,,,,,,
8465,4.348,8.0094,4.434,8.0903,4.3972,8.046524573891,10,,,,,,,
8470,4.346,8.0091,4.429,8.0894,4.39211111111,8.044286392073,9,,,,,,,
8475,4.358,8.0096,4.442,8.0911,4.39266666667,8.044525280962,12,,,,,,,
8480,4.353,8.0087,4.429,8.0905,4.39290909091,8.043271114295,11,,,,,,,
8485,4.345,8.0081,4.438,8.092,4.38258823529,8.043400205204,17,,,,,,,
8490,4.347,8.0088,4.429,8.0922,4.3806,8.044008048342,10,,,,,,,
8495,4.348,8.0097,4.422,8.0874,4.37678571429,8.042492492786,14,,,,,,,
8500,4.354,8.0095,4.425,8.0872,4.37891666667,8.042275459819,12,,,,,,,
8505,4.349,8.0088,4.436,8.0861,4.38911111111,8.041968408537,9,,,,,,,
8510,4.346,8.0096,4.419,8.0862,4.38235714286,8.043807297426,14,,,,,,,
8515,4.345,8.0118,4.425,8.0868,4.37481818182,8.04487158314,11,,,,,,,
8520,4.351,8.0127,4.446,8.0878,4.3945,8.045143611112,8,,,,,,,
8525,4.349,8.013,4.436,8.0864,4.380125,8.04467138889,8,,,,,,,
8530,4.347,8.0132,4.444,8.0858,4.3942,8.044795252526,15,,,,,,,
8535,4.352,8.0131,4.44,8.0824,4.38866666667,8.043346681097,9,,,,,,,
8540,4.356,8.0141,4.381,8.0792,4.36544444444,8.042394300144,9,,,,,,,
8545,4.346,8.013,4.42,8.0849,4.37461538462,8.044780624931,13,,,,,,,
8550,4.347,8.0131,4.414,8.0864,4.37584615385,8.045689086469,13,,,,,,,
8555,4.357,8.0136,4.437,8.0872,4.4075,8.046679471084,10,,,,,,,
8560,4.368,8.013,4.425,8.0872,4.393,8.044551693306,4,,,,,,,
8565,4.354,8.0111,4.435,8.0835,4.37753846154,8.042673915528,13,,,,,,,
8570,4.354,8.0127,4.432,8.0786,4.38977777778,8.042560069374,9,,,,,,,
8575,4.351,8.012,4.43,8.0772,4.38136363636,8.041000473414,11,,,,,,,
8580,4.346,8.0116,4.41,8.076,4.37971428571,8.040077443111,7,,,,,,,
8585,4.362,8.0127,4.408,8.0777,4.37914285714,8.041363157397,7,,,,,,,
8590,4.345,8.0114,4.438,8.0799,4.38930769231,8.042767053501,13,,,,,,,
8595,4.347,8.0118,4.435,8.0744,4.3837,8.04043628427,10,,,,,,,
8600,4.352,8.0121,4.422,8.0736,4.38575,8.040132950937,8,,,,,,,
8605,4.351,8.0117,4.437,8.0747,4.38622222222,8.040503405482,9,,,,,,,
8610,4.349,8.0131,4.388,8.074,4.37422222222,8.041247849927,9,,,,,,,
8615,4.37,8.0133,4.386,8.0779,4.3764,8.042348704628,5,,,,,,,
8620,4.347,8.0112,4.418,8.0834,4.37418181818,8.043855371295,11,,,,,,,
8625,4.347,8.0135,4.418,8.0844,4.37213333333,8.046100825841,15,,,,,,,
8630,4.357,8.0135,4.427,8.0857,4.39257142857,8.047002877123,7,,,,,,,
8635,4.349,8.0123,4.43,8.0858,4.39318181818,8.046895734266,11,,,,,,,
8640,4.349,8.0127,4.383,8.0864,4.366,8.045788663559,7,,,,,,,
8645,4.35,8.0124,4.427,8.091,4.38066666667,8.048571996892,15,,,,,,,
8650,4.348,8.0129,4.433,8.0904,4.38945454545,8.049305330225,11,,,,,,,
8655,4.365,8.013,4.43,8.0906,4.39366666667,8.04795987568,6,,,,,,,
8660,4.351,8.0117,4.427,8.0908,4.38523076923,8.047311390831,13,,,,,,,
8665,4.349,8.0112,4.441,8.0921,4.39146666667,8.046963313908,15,,,,,,,
8670,4.37,8.0108,4.428,8.0914,4.39663636364,8.047827758352,11,,,,,,,
8675,4.347,8.0099,4.431,8.0917,4.38115384615,8.048006979131,13,,,,,,,
8680,4.345,8.0098,4.428,8.0922,4.3915,8.047791594516,6,,,,,,,
8685,4.353,8.0099,4.436,8.091,4.38211111111,8.046479094516,9,,,,,,,
8690,4.346,8.0094,4.429,8.0904,4.39383333333,8.046342983405,6,,,,,,,
8695,4.355,8.0116,4.421,8.0911,4.388,8.04753742785,13,,,,,,,
8700,4.349,8.0126,4.435,8.0914,4.376,8.04814992785,10,,,,,,,
8705,4.352,8.0138,4.432,8.0907,4.38718181818,8.049564213564,11,,,,,,,
8710,4.346,8.0144,4.44,8.0914,4.38175,8.050536940837,12,,,,,,,
8715,4.345,8.0159,4.434,8.0905,4.40011111111,8.05023466811,18,,,,,,,
8720,4.361,8.0199,4.431,8.09,4.39842857143,8.050290223666,14,,,,,,,
8725,4.346,8.0204,4.436,8.0909,4.379,8.050627366523,16,,,,,,,
8730,4.346,8.0216,4.416,8.091,4.378375,8.052027366523,8,,,,,,,
8735,4.348,8.023,4.43,8.0928,4.38075,8.053718437952,8,,,,,,,
8740,4.368,8.0239,4.436,8.0947,4.40577777778,8.056000580809,9,,,,,,,
8745,4.365,8.0232,4.424,8.0908,4.394125,8.053797803031,8,,,,,,,
8750,4.361,8.0226,4.428,8.0889,4.39014285714,8.052416553031,7,,,,,,,
8755,4.358,8.0241,4.439,8.0899,4.39690909091,8.05407499459,11,,,,,,,
8760,4.361,8.0242,4.431,8.0893,4.37872727273,8.054811358226,11,,,,,,,
8765,4.385,8.024,4.429,8.0908,4.40066666667,8.05532529762,3,,,,,,,
8770,4.366,8.0213,4.44,8.0927,4.4018,8.053527861722,10,,,,,,,
8775,4.358,8.0204,4.437,8.0916,4.393,8.052597861722,10,,,,,,,
8780,4.36,8.0202,4.434,8.0927,4.39528571429,8.05223632326,7,,,,,,,
8785,4.357,8.0211,4.449,8.0942,4.40357142857,8.052291085164,14,,,,,,,
8790,4.361,8.0221,4.397,8.093,4.38375,8.051449326922,4,,,,,,,
8795,4.359,8.0227,4.405,8.0973,4.3803125,8.052949326922,16,,,,,,,
8800,4.376,8.0237,4.438,8.1005,4.40672727273,8.054884743589,11,,,,,,,
8805,4.359,8.0218,4.433,8.1002,4.40427272727,8.053496631701,11,,,,,,,
8810,4.359,8.0217,4.446,8.1009,4.38386666667,8.052738589743,15,,,,,,,
8815,4.358,8.0236,4.448,8.1002,4.38269230769,8.05559636752,13,,,,,,,
8820,4.357,8.0233,4.429,8.0993,4.3925,8.056671581195,10,,,,,,,
8825,4.356,8.0237,4.448,8.1011,4.38938461538,8.057538247862,13,,,,,,,
8830,4.369,8.0239,4.449,8.1003,4.39583333333,8.058476709401,6,,,,,,,
8835,4.367,8.0231,4.437,8.0958,4.39515384615,8.057343376068,13,,,,,,,
8840,4.367,8.0223,4.44,8.0959,4.39875,8.057018900544,12,,,,,,,
8845,4.369,8.0216,4.437,8.096,4.39966666667,8.056816627817,9,,,,,,,
8850,4.357,8.0211,4.435,8.097,4.39284615385,8.05597996115,13,,,,,,,
8855,4.358,8.0213,4.44,8.0985,4.39669230769,8.056795345765,13,,,,,,,
8860,4.378,8.0213,4.439,8.0989,4.41244444444,8.058438614996,9,,,,,,,
8865,4.355,8.0192,4.439,8.0986,4.39344444444,8.056012920552,9,,,,,,,
8870,4.361,8.0202,4.447,8.0998,4.40116666667,8.056095748835,12,,,,,,,
8875,4.358,8.0199,4.44,8.0999,4.39876923077,8.055379082168,13,,,,,,,
8880,4.361,8.0219,4.404,8.0994,4.3845,8.055785492424,8,,,,,,,
8885,4.359,8.0217,4.438,8.1027,4.39190909091,8.056652159091,11,,,,,,,
8890,4.36,8.0216,4.441,8.1032,4.39672727273,8.05794875,11,,,,,,,
8895,4.364,8.0221,4.447,8.104,4.3913,8.058317689394,10,,,,,,,
8900,4.359,8.0216,4.45,8.1026,4.401,8.058562689394,5,,,,,,,
8905,4.358,8.0219,4.444,8.1013,4.413125,8.058089962121,8,,,,,,,
8910,4.357,8.0217,4.436,8.1009,4.3881875,8.057068371212,16,,,,,,,
8915,4.365,8.0216,4.451,8.1014,4.39427272727,8.057274621212,11,,,,,,,
8920,4.358,8.0211,4.448,8.1019,4.394,8.056956439394,13,,,,,,,
8925,4.378,8.0221,4.435,8.0999,4.40283333333,8.057198106061,12,,,,,,,
8930,4.359,8.0202,4.437,8.0993,4.39316666667,8.055579058442,12,,,,,,,
8935,4.358,8.0201,4.443,8.0986,4.404875,8.053824891775,8,,,,,,,
8940,4.365,8.0199,4.449,8.0992,4.40041666667,8.052467391775,12,,,,,,,
8945,4.359,8.0194,4.433,8.0978,4.39375,8.051685725108,12,,,,,,,
8950,4.362,8.02,4.437,8.0991,4.39627272727,8.052210725108,11,,,,,,,
8955,4.356,8.0196,4.44,8.0992,4.40290909091,8.053143452381,11,,,,,,,
8960,4.356,8.0198,4.441,8.0999,4.39025,8.054269209957,12,,,,,,,
8965,4.36,8.0198,4.456,8.0975,4.39109090909,8.053269209957,11,,,,,,,
8970,4.368,8.0195,4.428,8.0964,4.39641666667,8.054085119048,12,,,,,,,
8975,4.359,8.0188,4.429,8.0966,4.38664285714,8.053560119048,14,,,,,,,
8980,4.358,8.0185,4.43,8.0985,4.375625,8.054465833334,8,,,,,,,
8985,4.356,8.0183,4.449,8.0996,4.3913,8.056245000001,10,,,,,,,
8990,4.36,8.021,4.435,8.0985,4.3926,8.057840000001,15,,,,,,,
8995,4.365,8.0207,4.446,8.099,4.399,8.059230000001,11,,,,,,,
9000,4.358,8.0199,4.438,8.098,4.4056,8.058936666668,10,,,,,,,
9005,4.358,8.0197,4.447,8.0975,4.41416666667,8.055976666668,12,,,,,,,
9010,4.356,8.0209,4.417,8.0959,4.38025,8.055460000001,12,,,,,,,
9015,4.357,8.0212,4.445,8.0974,4.39925,8.056490555557,8,,,,,,,
9020,4.361,8.0213,4.43,8.0968,4.39116666667,8.056594967322,12,,,,,,,
9025,4.356,8.0213,4.448,8.0967,4.3957,8.056760118837,10,,,,,,,
9030,4.356,8.0215,4.441,8.0949,4.39341666667,8.055430118837,12,,,,,,,
9035,4.383,8.0218,4.438,8.0903,4.40725,8.053797543079,8,,,,,,,
9040,4.357,8.0222,4.44,8.0895,4.4065,8.053889209746,8,,,,,,,
9045,4.357,8.0225,4.436,8.0894,4.39606666667,8.052572543079,15,,,,,,,
9050,4.356,8.0229,4.433,8.0908,4.376,8.052690876412,13,,,,,,,
9055,4.37,8.0233,4.431,8.0911,4.409,8.054257543079,7,,,,,,,
9060,4.359,8.0224,4.432,8.0936,4.39055555556,8.053157543079,9,,,,,,,
9065,4.358,8.0237,4.439,8.0933,4.40029411765,8.054030558952,17,,,,,,,
9070,4.361,8.0249,4.429,8.0892,4.39281818182,8.052801147187,11,,,,,,,
9075,4.358,8.0264,4.43,8.0906,4.3824,8.053894329005,15,,,,,,,
9080,4.359,8.0273,4.395,8.0894,4.37709090909,8.054294329005,11,,,,,,,
9085,4.387,8.029,4.43,8.0941,4.40816666667,8.057076904763,6,,,,,,,
9090,4.36,8.0266,4.439,8.0957,4.39333333333,8.055306391942,12,,,,,,,
9095,4.361,8.0264,4.45,8.0963,4.39725,8.05630382784,12,,,,,,,
9100,4.36,8.0266,4.436,8.0915,4.39166666667,8.05524882784,12,,,,,,,
9105,4.361,8.0273,4.456,8.0887,4.398,8.054694661173,14,,,,,,,
9110,4.372,8.0274,4.429,8.0874,4.39928571429,8.053277994506,7,,,,,,,
9115,4.37,8.0259,4.398,8.0896,4.388,8.053185786713,7,,,,,,,
9120,4.376,8.0256,4.443,8.0905,4.40375,8.052805786713,4,,,,,,,
9125,4.367,8.0253,4.418,8.0898,4.3864,8.052239120046,10,,,,,,,
9130,4.376,8.0246,4.442,8.0915,4.40491666667,8.052324120046,12,,,,,,,
9135,4.363,8.023,4.446,8.0912,4.39046153846,8.051319953379,13,,,,,,,
9140,4.358,8.0238,4.445,8.0877,4.40330769231,8.051629355089,13,,,,,,,
9145,4.363,8.0242,4.402,8.0878,4.3867,8.052534949494,10,,,,,,,
9150,4.367,8.0238,4.408,8.0883,4.386125,8.052484949494,8,,,,,,,
9155,4.362,8.0243,4.443,8.0905,4.38383333333,8.053339116161,6,,,,,,,
9160,4.357,8.0237,4.451,8.0887,4.39836363636,8.051930782828,11,,,,,,,
9165,4.367,8.0239,4.407,8.0875,4.3842,8.051794419192,10,,,,,,,
9170,4.373,8.0228,4.436,8.0907,4.39808333333,8.053074419192,12,,,,,,,
9175,4.36,8.0213,4.435,8.0917,4.38725,8.054326085859,12,,,,,,,
9180,4.36,8.0236,4.439,8.0917,4.394875,8.055884419192,8,,,,,,,
9185,4.371,8.0234,4.411,8.0909,4.39355555556,8.055184419192,9,,,,,,,
9190,4.362,8.0221,4.446,8.0934,4.41236363636,8.056117752525,11,,,,,,,
9195,4.359,8.0218,4.407,8.0933,4.3862,8.053598055556,5,,,,,,,
9200,4.372,8.0219,4.43,8.0924,4.39466666667,8.053034305556,6,,,,,,,
9205,4.356,8.021,4.425,8.0936,4.36975,8.053242638889,8,,,,,,,
9210,4.359,8.0216,4.439,8.0955,4.397,8.056177638889,8,,,,,,,
9215,4.356,8.0222,4.439,8.0924,4.397,8.054977638889,12,,,,,,,
9220,4.358,8.0223,4.446,8.0933,4.4106,8.055595820707,10,,,,,,,
9225,4.383,8.0226,4.435,8.0886,4.40283333333,8.052835820707,6,,,,,,,
9230,4.358,8.0202,4.431,8.0889,4.387875,8.052652487374,8,,,,,,,
9235,4.358,8.0201,4.436,8.0891,4.40288888889,8.05225070166,9,,,,,,,
9240,4.359,8.0205,4.445,8.0885,4.38716666667,8.050184034993,12,,,,,,,
9245,4.36,8.0204,4.398,8.0852,4.3805625,8.049122923882,16,,,,,,,
9250,4.363,8.0216,4.442,8.0905,4.39675,8.050486673882,8,,,,,,,
9255,4.362,8.0211,4.444,8.0897,4.3991,8.049211673882,10,,,,,,,
9260,4.365,8.0207,4.408,8.0892,4.385,8.048168340549,6,,,,,,,
9265,4.357,8.0207,4.448,8.0922,4.40318181818,8.048493340549,11,,,,,,,
9270,4.361,8.0209,4.399,8.0916,4.383,8.047900158731,8,,,,,,,
9275,4.359,8.0217,4.438,8.097,4.401,8.049735452849,6,,,,,,,
9280,4.357,8.0217,4.433,8.0975,4.38385714286,8.050091008405,14,,,,,,,
9285,4.362,8.0216,4.43,8.0977,4.38222222222,8.050350748664,9,,,,,,,
9290,4.358,8.0224,4.412,8.0991,4.37655555556,8.052172276442,9,,,,,,,
9295,4.372,8.0224,4.451,8.1008,4.3942,8.053671266341,10,,,,,,,
9300,4.358,8.021,4.434,8.1007,4.384,8.054057148694,14,,,,,,,
9305,4.358,8.0223,4.439,8.101,4.38866666667,8.05554286298,15,,,,,,,
9310,4.365,8.0225,4.438,8.1025,4.38825,8.05666286298,8,,,,,,,
9315,4.359,8.0217,4.442,8.1026,4.39725,8.057045005837,8,,,,,,,
9320,4.369,8.0217,4.453,8.1022,4.40135294118,8.056650005837,17,,,,,,,
9325,4.359,8.0214,4.443,8.1003,4.40455555556,8.055524711719,9,,,,,,,
9330,4.356,8.0212,4.435,8.1008,4.38645454545,8.054319156163,11,,,,,,,
9335,4.37,8.0214,4.444,8.1014,4.4004375,8.055973701618,16,,,,,,,
9340,4.358,8.0212,4.429,8.1012,4.39154545455,8.057417451618,11,,,,,,,
9345,4.358,8.0225,4.45,8.101,4.39805882353,8.058085128385,17,,,,,,,
9350,4.371,8.0237,4.437,8.0989,4.39885714286,8.057936388889,14,,,,,,,
9355,4.36,8.0232,4.454,8.0991,4.39986666667,8.056772896825,15,,,,,,,
9360,4.357,8.0228,4.439,8.0968,4.39207142857,8.055700515872,14,,,,,,,
9365,4.359,8.0231,4.438,8.0977,4.3933,8.056402463924,10,,,,,,,
9370,4.366,8.0233,4.434,8.0982,4.3901,8.056787848539,10,,,,,,,
9375,4.357,8.023,4.448,8.0982,4.3925,8.056297848539,14,,,,,,,
9380,4.358,8.0232,4.441,8.0963,4.403,8.055977848539,12,,,,,,,
9385,4.368,8.0232,4.442,8.0926,4.414875,8.053319515206,8,,,,,,,
9390,4.371,8.0228,4.427,8.0923,4.39822222222,8.051605348539,9,,,,,,,
9395,4.37,8.0212,4.429,8.0943,4.39657142857,8.05092598346,7,,,,,,,
9400,4.366,8.0198,4.439,8.095,4.38722222222,8.049502173936,9,,,,,,,
9405,4.356,8.019,4.431,8.0966,4.38914285714,8.050479951714,14,,,,,,,
9410,4.36,8.0193,4.448,8.0946,4.39909090909,8.050422808857,11,,,,,,,
9415,4.361,8.0192,4.443,8.0926,4.39715384615,8.050056575091,13,,,,,,,
9420,4.363,8.0202,4.434,8.0931,4.3852,8.050266190476,10,,,,,,,
9425,4.359,8.0198,4.429,8.0932,4.3893,8.050396190476,10,,,,,,,
9430,4.358,8.0198,4.404,8.0943,4.37641666667,8.050850805861,12,,,,,,,
9435,4.364,8.0202,4.439,8.0974,4.39773333333,8.053030567765,15,,,,,,,
9440,4.355,8.0208,4.447,8.0969,4.39142857143,8.052366325341,7,,,,,,,
9445,4.356,8.0211,4.436,8.0965,4.38233333333,8.053490134865,9,,,,,,,
9450,4.358,8.0218,4.455,8.0948,4.397,8.053785372961,11,,,,,,,
9455,4.359,8.0218,4.411,8.0932,4.38857142857,8.054115372961,7,,,,,,,
9460,4.359,8.023,4.428,8.0962,4.39542857143,8.05639394439,7,,,,,,,
9465,4.371,8.0229,4.448,8.0981,4.39925,8.055532905429,12,,,,,,,
9470,4.359,8.0216,4.435,8.0967,4.3865,8.053870405429,10,,,,,,,
9475,4.359,8.0215,4.44,8.0975,4.39384615385,8.054705020814,13,,,,,,,
9480,4.362,8.0235,4.435,8.0978,4.39821428571,8.055250405429,14,,,,,,,
9485,4.37,8.0231,4.434,8.0987,4.39109090909,8.055686119715,11,,,,,,,
9490,4.358,8.0244,4.443,8.0993,4.40266666667,8.057977028806,12,,,,,,,
9495,4.363,8.0244,4.419,8.0984,4.38528571429,8.057224647853,7,,,,,,,
9500,4.358,8.0246,4.439,8.1019,4.4003,8.057067504995,10,,,,,,,
9505,4.371,8.0243,4.441,8.1024,4.41135714286,8.056408933566,14,,,,,,,
9510,4.358,8.0234,4.447,8.1032,4.38681818182,8.054458933566,11,,,,,,,
9515,4.358,8.0234,4.434,8.0984,4.382625,8.053610448717,8,,,,,,,
9520,4.358,8.024,4.443,8.0946,4.39484615385,8.053347948717,13,,,,,,,
9525,4.379,8.0243,4.443,8.0927,4.3993,8.052429999999,10,,,,,,,
9530,4.358,8.0235,4.444,8.0936,4.40257142857,8.051819999999,7,,,,,,,
9535,4.383,8.0236,4.44,8.0939,4.414,8.050644675324,8,,,,,,,
9540,4.358,8.0209,4.434,8.0941,4.39514285714,8.049344675324,14,,,,,,,
9545,4.365,8.0212,4.454,8.0947,4.38371428571,8.049697056277,7,,,,,,,
9550,4.355,8.0209,4.444,8.0945,4.39371428571,8.051925627706,14,,,,,,,
9555,4.362,8.0211,4.449,8.0938,4.39185714286,8.051735449135,7,,,,,,,
9560,4.358,8.0212,4.399,8.093,4.37833333333,8.052229734849,6,,,,,,,
9565,4.364,8.0215,4.396,8.0966,4.38,8.05366003788,2,,,,,,,
9570,4.361,8.0227,4.424,8.1007,4.38566666667,8.05507253788,12,,,,,,,
9575,4.371,8.0226,4.452,8.0981,4.3932,8.054828093435,10,,,,,,,
9580,4.359,8.0211,4.447,8.0966,4.39081818182,8.05432347805,11,,,,,,,
9585,4.356,8.0212,4.442,8.0967,4.401,8.056129159868,12,,,,,,,
9590,4.361,8.0224,4.44,8.0957,4.39866666667,8.054854159868,15,,,,,,,
9595,4.362,8.0222,4.452,8.0944,4.406,8.054098604312,7,,,,,,,
9600,4.357,8.0216,4.437,8.0945,4.3918125,8.053215270979,16,,,,,,,
9605,4.363,8.022,4.441,8.0949,4.3968,8.053515270979,15,,,,,,,
9610,4.361,8.0213,4.435,8.0948,4.39263636364,8.053813048757,11,,,,,,,
9615,4.376,8.0212,4.437,8.0957,4.394125,8.054174412393,8,,,,,,,
9620,4.36,8.0193,4.398,8.0969,4.38322222222,8.054871912393,9,,,,,,,
9625,4.356,8.0197,4.437,8.1001,4.38815384615,8.055662190171,13,,,,,,,
9630,4.36,8.0198,4.448,8.0992,4.408875,8.055969027778,8,,,,,,,
9635,4.368,8.0196,4.432,8.0984,4.38825,8.054296912393,8,,,,,,,
9640,4.359,8.0186,4.427,8.0995,4.39111111111,8.055340662393,9,,,,,,,
9645,4.356,8.0185,4.453,8.0999,4.39716666667,8.055699551282,12,,,,,,,
9650,4.361,8.0188,4.441,8.098,4.3948125,8.055782884615,16,,,,,,,
9655,4.356,8.0187,4.44,8.0991,4.39977777778,8.055578557692,18,,,,,,,
9660,4.36,8.0192,4.444,8.0985,4.39625,8.055054626068,16,,,,,,,
9665,4.357,8.0192,4.449,8.0979,4.4011,8.055162959401,10,,,,,,,
9670,4.364,8.0197,4.43,8.0968,4.391125,8.055077959401,8,,,,,,,
9675,4.357,8.0205,4.428,8.0981,4.39122222222,8.055508316544,9,,,,,,,
9680,4.358,8.0207,4.44,8.0992,4.39215384615,8.057019427655,13,,,,,,,
9685,4.358,8.0219,4.443,8.1001,4.3986875,8.05855404304,16,,,,,,,
9690,4.358,8.0229,4.431,8.0995,4.3947,8.057829737484,10,,,,,,,
9695,4.359,8.0231,4.434,8.1007,4.398,8.058243070817,16,,,,,,,
9700,4.36,8.023,4.452,8.0998,4.39276923077,8.056673070817,13,,,,,,,
9705,4.361,8.0229,4.434,8.0999,4.39453846154,8.057401703296,13,,,,,,,
9710,4.36,8.0226,4.438,8.1013,4.39733333333,8.057877857142,12,,,,,,,
9715,4.362,8.0227,4.438,8.1025,4.40025,8.058819523809,8,,,,,,,
9720,4.372,8.0238,4.443,8.1024,4.39542857143,8.060574523809,7,,,,,,,
9725,4.359,8.0227,4.439,8.1023,4.40633333333,8.060777820512,9,,,,,,,
9730,4.37,8.0228,4.449,8.1022,4.4075,8.059708123543,4,,,,,,,
9735,4.368,8.0223,4.437,8.102,4.39144444444,8.059308123543,9,,,,,,,
9740,4.36,8.0212,4.443,8.1037,4.39883333333,8.060147012432,12,,,,,,,
