Creating graph ...
BW;Min;Max;Avg;Len
475.0;550.0;1.728;1.888;1.83605555556;18
475.0;575.0;1.651;1.884;1.82440625;32
475.0;600.0;1.61;1.884;1.82638235294;34
475.0;625.0;1.72;1.887;1.8285862069;29
475.0;650.0;1.76;1.891;1.84231818182;22
475.0;675.0;1.725;1.878;1.809;4
475.0;700.0;1.87;1.87;1.87;1
500.0;0.0;1.72;1.884;1.80921428571;14
500.0;25.0;1.596;1.858;1.76953846154;13
500.0;50.0;1.52;1.85;1.76377777778;9
500.0;75.0;1.57;1.897;1.80144444444;9
500.0;100.0;1.571;1.889;1.78285714286;7
500.0;125.0;1.646;1.875;1.76557142857;7
500.0;150.0;1.611;1.879;1.79447058824;17
500.0;175.0;1.635;1.877;1.79281818182;11
500.0;200.0;1.811;1.873;1.84444444444;9
500.0;225.0;1.725;1.842;1.79116666667;6
500.0;250.0;1.791;1.891;1.8379;10
500.0;275.0;1.545;1.87;1.80645454545;11
500.0;300.0;1.647;1.884;1.79327272727;11
500.0;325.0;1.751;1.865;1.80954545455;11
500.0;350.0;1.719;1.875;1.82436363636;11
500.0;375.0;1.778;1.866;1.8176;5
500.0;400.0;1.729;1.871;1.83266666667;12
500.0;425.0;1.748;1.89;1.834875;16
500.0;450.0;1.761;1.88;1.841;18
500.0;475.0;1.767;1.895;1.84671428571;14
500.0;500.0;1.716;1.885;1.82976190476;21
500.0;525.0;1.617;1.887;1.84121428571;28
500.0;550.0;1.628;1.877;1.80996;25
500.0;575.0;1.482;1.891;1.81566666667;33
500.0;600.0;1.535;1.891;1.83596428571;28
500.0;625.0;1.706;1.896;1.8420625;32
500.0;650.0;1.764;1.893;1.842;19
500.0;675.0;1.692;1.857;1.8072;5
500.0;700.0;1.859;1.859;1.859;1
525.0;0.0;1.596;1.893;1.77807142857;14
525.0;25.0;1.778;1.838;1.79833333333;6
525.0;50.0;1.774;1.872;1.8205;4
525.0;75.0;1.544;1.858;1.68933333333;6
525.0;100.0;1.737;1.882;1.82107692308;13
525.0;125.0;1.624;1.888;1.79057142857;14
525.0;150.0;1.758;1.879;1.82477777778;9
525.0;175.0;1.74;1.874;1.80463636364;11
525.0;200.0;1.638;1.887;1.789625;16
525.0;225.0;1.72;1.866;1.8123;10
525.0;250.0;1.701;1.877;1.819375;16
525.0;275.0;1.683;1.877;1.81884615385;13
525.0;300.0;1.69;1.873;1.819;13
525.0;325.0;1.587;1.87;1.81458333333;12
525.0;350.0;1.598;1.884;1.81327272727;11
525.0;375.0;1.685;1.879;1.82805555556;18
525.0;400.0;1.762;1.889;1.83455555556;9
525.0;425.0;1.767;1.889;1.83552380952;21
525.0;450.0;1.666;1.875;1.804;11
525.0;475.0;1.633;1.892;1.81022222222;27
525.0;500.0;1.755;1.892;1.84176;25
525.0;525.0;1.694;1.888;1.81885714286;21
525.0;550.0;1.734;1.886;1.83305263158;19
525.0;575.0;1.657;1.884;1.83559375;32
525.0;600.0;1.624;1.888;1.837;31
525.0;625.0;1.553;1.885;1.81448387097;31
525.0;650.0;1.595;1.871;1.81151851852;27
525.0;675.0;1.633;1.893;1.823625;8
550.0;0.0;1.598;1.876;1.77889473684;19
550.0;25.0;1.72;1.858;1.81855555556;9
550.0;50.0;1.595;1.863;1.78030769231;13
550.0;75.0;1.713;1.881;1.80355555556;9
550.0;100.0;1.663;1.878;1.79175;8
550.0;125.0;1.816;1.871;1.838625;8
550.0;150.0;1.682;1.875;1.81144444444;9
550.0;175.0;1.542;1.876;1.76654545455;11
550.0;200.0;1.714;1.891;1.81953846154;13
550.0;225.0;1.535;1.869;1.8078;10
550.0;250.0;1.751;1.86;1.81825;8
550.0;275.0;1.761;1.895;1.84642857143;14
550.0;300.0;1.691;1.892;1.81126666667;15
550.0;325.0;1.766;1.861;1.8303125;16
550.0;350.0;1.743;1.873;1.81244444444;9
550.0;375.0;1.702;1.88;1.824;11
550.0;400.0;1.662;1.872;1.79;11
550.0;425.0;1.722;1.883;1.82711111111;18
550.0;450.0;1.636;1.882;1.825;20
550.0;475.0;1.687;1.865;1.81134782609;23
550.0;500.0;1.728;1.887;1.83908333333;24
550.0;525.0;1.741;1.882;1.83088235294;17
550.0;550.0;1.682;1.887;1.82204347826;23
550.0;575.0;1.73;1.895;1.83621428571;28
550.0;600.0;1.597;1.88;1.82405555556;18
550.0;625.0;1.62;1.894;1.83871428571;28
550.0;650.0;1.698;1.888;1.84726315789;19
550.0;675.0;1.774;1.888;1.8557;10
550.0;700.0;1.887;1.887;1.887;1
575.0;0.0;1.587;1.868;1.76283333333;12
575.0;25.0;1.731;1.874;1.81544444444;9
575.0;50.0;1.549;1.89;1.73684615385;13
575.0;75.0;1.725;1.889;1.8126;5
575.0;100.0;1.71;1.857;1.79985714286;7
575.0;125.0;1.769;1.873;1.8205;8
575.0;150.0;1.675;1.846;1.79433333333;6
575.0;175.0;1.627;1.865;1.80083333333;12
575.0;200.0;1.673;1.876;1.81392307692;13
575.0;225.0;1.639;1.89;1.8001;10
575.0;250.0;1.77;1.872;1.82633333333;12
575.0;275.0;1.48;1.879;1.799;16
575.0;300.0;1.776;1.872;1.8275;10
575.0;325.0;1.691;1.872;1.82215384615;13
575.0;350.0;1.718;1.875;1.823;17
575.0;375.0;1.699;1.89;1.82436363636;11
575.0;400.0;1.717;1.887;1.83569230769;13
575.0;425.0;1.7;1.872;1.82538888889;18
575.0;450.0;1.748;1.894;1.8333;20
575.0;475.0;1.721;1.877;1.83483333333;18
575.0;500.0;1.628;1.889;1.83378947368;19
575.0;525.0;1.357;1.89;1.817;25
575.0;550.0;1.673;1.88;1.82868;25
575.0;575.0;1.735;1.894;1.82665625;32
575.0;600.0;1.601;1.885;1.8262;25
575.0;625.0;1.676;1.894;1.84410344828;29
575.0;650.0;1.734;1.891;1.83029166667;24
575.0;675.0;1.861;1.871;1.86566666667;3
575.0;700.0;1.592;1.837;1.7145;2
600.0;0.0;1.613;1.883;1.79688888889;18
600.0;25.0;1.805;1.877;1.83888888889;9
600.0;50.0;1.645;1.872;1.81;9
600.0;75.0;1.643;1.894;1.80523076923;13
600.0;100.0;1.612;1.861;1.7706;15
600.0;125.0;1.607;1.828;1.77527272727;11
600.0;150.0;1.58;1.855;1.78555555556;9
600.0;175.0;1.52;1.878;1.789;12
600.0;200.0;1.768;1.893;1.8357;10
600.0;225.0;1.577;1.865;1.78463636364;11
600.0;250.0;1.634;1.877;1.81813333333;15
600.0;275.0;1.651;1.888;1.79991666667;12
600.0;300.0;1.66;1.886;1.81733333333;9
600.0;325.0;1.657;1.879;1.80557142857;14
600.0;350.0;1.642;1.888;1.79622222222;9
600.0;375.0;1.802;1.891;1.84666666667;12
600.0;400.0;1.744;1.884;1.8255625;16
600.0;425.0;1.631;1.885;1.81338888889;18
600.0;450.0;1.659;1.884;1.82754545455;22
600.0;475.0;1.733;1.889;1.81321052632;19
600.0;500.0;1.52;1.866;1.80010714286;28
600.0;525.0;1.709;1.888;1.83584615385;26
600.0;550.0;1.721;1.893;1.83714285714;28
600.0;575.0;1.683;1.893;1.84075;24
600.0;600.0;1.703;1.89;1.81984375;32
600.0;625.0;1.75;1.887;1.85033333333;21
600.0;650.0;1.79;1.884;1.84588888889;18
600.0;675.0;1.638;1.891;1.81485714286;7
600.0;700.0;1.826;1.826;1.826;1
625.0;0.0;1.542;1.893;1.78245;20
625.0;25.0;1.599;1.891;1.7939;10
625.0;50.0;1.654;1.869;1.801125;16
625.0;75.0;1.611;1.804;1.74666666667;6
625.0;100.0;1.632;1.89;1.80409090909;11
625.0;125.0;1.759;1.877;1.82127272727;11
625.0;150.0;1.698;1.869;1.80673333333;15
625.0;175.0;1.811;1.842;1.8265;2
625.0;200.0;1.734;1.873;1.82766666667;15
625.0;225.0;1.725;1.875;1.82807692308;13
625.0;250.0;1.611;1.869;1.78066666667;15
625.0;275.0;1.769;1.85;1.8093;10
625.0;300.0;1.617;1.857;1.786;9
625.0;325.0;1.671;1.887;1.81136363636;11
625.0;350.0;1.684;1.873;1.81435294118;17
625.0;375.0;1.749;1.891;1.8419;10
625.0;400.0;1.434;1.882;1.79325;12
625.0;425.0;1.68;1.887;1.8395625;16
625.0;450.0;1.808;1.876;1.84023076923;13
625.0;475.0;1.702;1.885;1.80890909091;11
625.0;500.0;1.721;1.885;1.82612;25
625.0;525.0;1.703;1.891;1.84066666667;18
625.0;550.0;1.627;1.884;1.82527272727;22
625.0;575.0;1.618;1.893;1.82025;28
625.0;600.0;1.492;1.891;1.81836;25
625.0;625.0;1.665;1.892;1.83802777778;36
625.0;650.0;1.765;1.888;1.85345;20
625.0;675.0;1.779;1.876;1.84316666667;6
650.0;0.0;1.739;1.885;1.81458823529;17
650.0;25.0;1.673;1.872;1.784;11
650.0;50.0;1.694;1.879;1.8066875;16
650.0;75.0;1.749;1.896;1.84076923077;13
650.0;100.0;1.566;1.866;1.8;10
650.0;125.0;1.565;1.862;1.77609090909;11
650.0;150.0;1.791;1.893;1.84691666667;12
650.0;175.0;1.725;1.889;1.816125;8
650.0;200.0;1.802;1.862;1.837;5
650.0;225.0;1.655;1.865;1.7935;12
650.0;250.0;1.802;1.847;1.82133333333;6
650.0;275.0;1.603;1.885;1.8186;10
650.0;300.0;1.705;1.885;1.82590909091;11
650.0;325.0;1.783;1.87;1.829875;8
650.0;350.0;1.645;1.875;1.82066666667;12
650.0;375.0;1.643;1.877;1.8071;10
650.0;400.0;1.717;1.879;1.8359;10
650.0;425.0;1.666;1.87;1.80753846154;13
650.0;450.0;1.709;1.881;1.82295652174;23
650.0;475.0;1.819;1.878;1.8552;10
650.0;500.0;1.585;1.877;1.81377272727;22
650.0;525.0;1.584;1.879;1.80325;20
650.0;550.0;1.582;1.895;1.830125;24
650.0;575.0;1.811;1.884;1.85855555556;18
650.0;600.0;1.737;1.882;1.83242857143;28
650.0;625.0;1.636;1.883;1.83176666667;30
650.0;650.0;1.677;1.891;1.82952173913;23
675.0;0.0;1.558;1.867;1.79392857143;14
675.0;25.0;1.569;1.875;1.79846153846;13
675.0;50.0;1.655;1.847;1.796375;16
675.0;75.0;1.547;1.851;1.77108333333;12
675.0;100.0;1.742;1.9;1.83107142857;14
675.0;125.0;1.562;1.883;1.80688888889;9
675.0;150.0;1.605;1.864;1.76706666667;15
675.0;175.0;1.588;1.874;1.78827272727;11
675.0;200.0;1.612;1.883;1.80638461538;13
675.0;225.0;1.695;1.884;1.83611111111;9
675.0;250.0;1.579;1.873;1.78435714286;14
675.0;275.0;1.604;1.884;1.8105625;16
675.0;300.0;1.704;1.885;1.82714285714;14
675.0;325.0;1.736;1.873;1.82591666667;12
675.0;350.0;1.696;1.878;1.82;18
675.0;375.0;1.69;1.879;1.81761538462;13
675.0;400.0;1.7;1.888;1.8235;10
675.0;425.0;1.67;1.888;1.85152631579;19
675.0;450.0;1.6;1.89;1.7866875;16
675.0;475.0;1.673;1.886;1.83938095238;21
675.0;500.0;1.662;1.884;1.84165217391;23
675.0;525.0;1.732;1.887;1.83395652174;23
675.0;550.0;1.646;1.894;1.83382608696;23
675.0;575.0;1.587;1.892;1.8198125;32
675.0;600.0;1.569;1.889;1.84195238095;42
675.0;625.0;1.78;1.9;1.86257142857;28
675.0;650.0;1.788;1.891;1.8482;20
675.0;675.0;1.858;1.858;1.858;1
675.0;700.0;1.647;1.874;1.7605;2
700.0;0.0;1.637;1.888;1.81876470588;17
700.0;25.0;1.761;1.855;1.8113;10
700.0;50.0;1.773;1.867;1.8278;15
700.0;75.0;1.583;1.868;1.73838461538;13
700.0;100.0;1.572;1.873;1.77666666667;12
700.0;125.0;1.578;1.867;1.794;15
700.0;150.0;1.702;1.887;1.82242105263;19
700.0;175.0;1.751;1.874;1.83078571429;14
700.0;200.0;1.78;1.886;1.8365;10
700.0;225.0;1.691;1.893;1.824;13
700.0;250.0;1.756;1.87;1.82657142857;7
700.0;275.0;1.635;1.884;1.8126;15
700.0;300.0;1.688;1.882;1.8301875;16
700.0;325.0;1.751;1.886;1.8391875;16
700.0;350.0;1.713;1.884;1.8143125;16
700.0;375.0;1.672;1.89;1.834;13
700.0;400.0;1.753;1.875;1.843;15
700.0;425.0;1.712;1.883;1.84093548387;31
700.0;450.0;1.706;1.884;1.83613636364;22
700.0;475.0;1.701;1.897;1.8515;32
700.0;500.0;1.601;1.893;1.82517142857;35
700.0;525.0;1.729;1.882;1.84382758621;29
700.0;550.0;1.612;1.885;1.83879487179;39
700.0;575.0;1.349;1.896;1.81031428571;35
700.0;600.0;1.758;1.89;1.85055882353;34
700.0;625.0;1.664;1.887;1.8338;30
700.0;650.0;1.75;1.893;1.84505;20
700.0;675.0;1.799;1.892;1.847;6
700.0;700.0;1.804;1.804;1.804;1
725.0;0.0;1.556;1.88;1.77655555556;9
725.0;25.0;1.69;1.882;1.81490909091;11
725.0;50.0;1.597;1.851;1.772125;8
725.0;75.0;1.641;1.875;1.8082;10
725.0;100.0;1.509;1.864;1.79223076923;13
725.0;125.0;1.765;1.869;1.826;7
725.0;150.0;1.677;1.883;1.81672222222;18
725.0;175.0;1.567;1.888;1.8282;10
725.0;200.0;1.756;1.875;1.8375;14
725.0;225.0;1.662;1.88;1.82346153846;13
725.0;250.0;1.581;1.872;1.80677777778;9
725.0;275.0;1.649;1.881;1.82158333333;12
725.0;300.0;1.7;1.885;1.83641176471;17
725.0;325.0;1.581;1.887;1.81583333333;18
725.0;350.0;1.678;1.871;1.7994;10
725.0;375.0;1.526;1.879;1.808625;16
725.0;400.0;1.561;1.882;1.79513333333;15
725.0;425.0;1.692;1.877;1.82347368421;19
725.0;450.0;1.662;1.877;1.807;15
725.0;475.0;1.601;1.879;1.81285714286;14
725.0;500.0;1.626;1.887;1.833875;32
725.0;525.0;1.722;1.881;1.82435;20
725.0;550.0;1.597;1.883;1.81597142857;35
725.0;575.0;1.557;1.889;1.81730952381;42
725.0;600.0;1.642;1.89;1.8325;34
725.0;625.0;1.665;1.888;1.83725806452;31
725.0;650.0;1.653;1.894;1.84758333333;24
725.0;675.0;1.817;1.886;1.839;4
750.0;0.0;1.724;1.901;1.80807692308;13
750.0;25.0;1.693;1.87;1.81463636364;11
750.0;50.0;1.591;1.868;1.792625;8
750.0;75.0;1.76;1.872;1.827;8
750.0;100.0;1.667;1.885;1.820125;8
750.0;125.0;1.555;1.868;1.804125;8
750.0;150.0;1.682;1.889;1.817;12
750.0;175.0;1.728;1.85;1.81681818182;11
750.0;200.0;1.664;1.884;1.82454545455;11
750.0;225.0;1.649;1.872;1.82976923077;13
750.0;250.0;1.759;1.885;1.84133333333;12
750.0;275.0;1.679;1.89;1.83575;8
750.0;300.0;1.742;1.881;1.84736363636;11
750.0;325.0;1.665;1.879;1.83111111111;9
750.0;350.0;1.715;1.882;1.83605882353;17
750.0;375.0;1.658;1.895;1.83623529412;17
750.0;400.0;1.784;1.88;1.84253333333;15
750.0;425.0;1.711;1.886;1.84594736842;19
750.0;450.0;1.676;1.89;1.81838888889;18
750.0;475.0;1.589;1.885;1.81722222222;27
750.0;500.0;1.649;1.891;1.83034375;32
750.0;525.0;1.596;1.892;1.83152;25
750.0;550.0;1.576;1.888;1.81978571429;28
750.0;575.0;1.597;1.894;1.83544736842;38
750.0;600.0;1.651;1.892;1.83761904762;42
750.0;625.0;1.716;1.89;1.84471428571;42
750.0;650.0;1.649;1.89;1.82623809524;21
750.0;675.0;1.557;1.899;1.8116;5
750.0;700.0;1.718;1.718;1.718;1
775.0;0.0;1.695;1.884;1.8323125;16
775.0;25.0;1.691;1.855;1.82044444444;9
775.0;50.0;1.714;1.881;1.811;11
775.0;75.0;1.607;1.895;1.789;15
775.0;100.0;1.579;1.892;1.81686666667;15
775.0;125.0;1.609;1.888;1.82806666667;15
775.0;150.0;1.817;1.869;1.84575;8
775.0;175.0;1.651;1.882;1.80942857143;14
775.0;200.0;1.547;1.886;1.8158;15
775.0;225.0;1.694;1.879;1.81947368421;19
775.0;250.0;1.625;1.884;1.80905882353;17
775.0;275.0;1.807;1.878;1.85186666667;15
775.0;300.0;1.726;1.88;1.84909090909;11
775.0;325.0;1.824;1.876;1.85213333333;15
775.0;350.0;1.676;1.886;1.81630769231;13
775.0;375.0;1.594;1.892;1.831;14
775.0;400.0;1.608;1.877;1.81509090909;11
775.0;425.0;1.661;1.89;1.82152173913;23
775.0;450.0;1.628;1.893;1.82586956522;23
775.0;475.0;1.624;1.888;1.83381818182;22
775.0;500.0;1.691;1.883;1.83373333333;30
775.0;525.0;1.692;1.887;1.84416666667;30
775.0;550.0;1.761;1.887;1.84486956522;23
775.0;575.0;1.596;1.89;1.83690740741;54
775.0;600.0;1.56;1.887;1.83863636364;44
775.0;625.0;1.599;1.894;1.84063043478;46
775.0;650.0;1.78;1.879;1.82618181818;11
775.0;675.0;1.868;1.89;1.879;2
775.0;700.0;1.892;1.892;1.892;1
800.0;0.0;1.577;1.89;1.75977777778;9
800.0;25.0;1.838;1.875;1.8484;5
800.0;50.0;1.704;1.856;1.79275;4
800.0;75.0;1.805;1.866;1.84333333333;9
800.0;100.0;1.701;1.891;1.8067;10
800.0;125.0;1.672;1.875;1.81528571429;7
800.0;150.0;1.613;1.87;1.7768;5
800.0;175.0;1.794;1.872;1.84971428571;7
800.0;200.0;1.666;1.85;1.78225;4
800.0;225.0;1.64;1.866;1.81136363636;11
800.0;250.0;1.635;1.866;1.78544444444;9
800.0;275.0;1.702;1.886;1.841;10
800.0;300.0;1.618;1.864;1.7851;10
800.0;325.0;1.684;1.882;1.84215384615;13
800.0;350.0;1.664;1.88;1.831875;8
800.0;375.0;1.712;1.879;1.8462;10
800.0;400.0;1.652;1.892;1.80505882353;17
800.0;425.0;1.723;1.888;1.85358823529;17
800.0;450.0;1.803;1.883;1.85829411765;17
800.0;475.0;1.568;1.879;1.82125;16
800.0;500.0;1.616;1.889;1.81657692308;26
800.0;525.0;1.682;1.893;1.83291666667;24
800.0;550.0;1.733;1.893;1.85275675676;37
800.0;575.0;1.709;1.89;1.84371875;32
800.0;600.0;1.708;1.892;1.84320689655;29
800.0;625.0;1.668;1.893;1.84145;40
800.0;650.0;1.763;1.892;1.85807692308;13
800.0;675.0;1.886;1.886;1.886;1
825.0;0.0;1.674;1.877;1.82911111111;9
825.0;25.0;1.685;1.862;1.8086;10
825.0;50.0;1.515;1.889;1.79438461538;13
825.0;75.0;1.727;1.886;1.82111111111;9
825.0;100.0;1.722;1.887;1.841;12
825.0;125.0;1.813;1.876;1.848875;8
825.0;150.0;1.781;1.875;1.83175;4
825.0;175.0;1.694;1.886;1.83584615385;13
825.0;200.0;1.771;1.873;1.82083333333;6
825.0;225.0;1.739;1.893;1.81622222222;9
825.0;250.0;1.629;1.893;1.83493333333;15
825.0;275.0;1.847;1.886;1.86642857143;7
825.0;300.0;1.726;1.877;1.82563636364;11
825.0;325.0;1.735;1.891;1.83971428571;7
825.0;350.0;1.812;1.886;1.85111111111;9
825.0;375.0;1.745;1.88;1.8343;10
825.0;400.0;1.702;1.888;1.83676923077;13
825.0;425.0;1.684;1.882;1.83088888889;9
825.0;450.0;1.696;1.889;1.82229032258;31
825.0;475.0;1.591;1.888;1.84093333333;15
825.0;500.0;1.607;1.884;1.83610526316;19
825.0;525.0;1.744;1.889;1.84476923077;13
825.0;550.0;1.571;1.888;1.83304347826;23
825.0;575.0;1.663;1.891;1.835;19
825.0;600.0;1.714;1.888;1.85105882353;34
825.0;625.0;1.629;1.889;1.83134615385;26
825.0;650.0;1.609;1.89;1.84375;8
825.0;675.0;1.872;1.881;1.8765;2
850.0;0.0;1.763;1.883;1.83708333333;12
850.0;25.0;1.796;1.884;1.84333333333;6
850.0;50.0;1.599;1.899;1.83142857143;7
850.0;75.0;1.747;1.878;1.82766666667;9
850.0;100.0;1.699;1.891;1.83257142857;7
850.0;125.0;1.665;1.884;1.8092;10
850.0;150.0;1.659;1.887;1.79363636364;11
850.0;175.0;1.616;1.885;1.80555555556;9
850.0;200.0;1.78;1.865;1.8364;5
850.0;225.0;1.676;1.846;1.78757142857;7
850.0;250.0;1.682;1.851;1.79366666667;6
850.0;275.0;1.755;1.883;1.83018181818;11
850.0;300.0;1.758;1.879;1.831;9
850.0;325.0;1.845;1.883;1.869;8
850.0;350.0;1.7;1.901;1.83361538462;13
850.0;375.0;1.814;1.889;1.86381818182;11
850.0;400.0;1.667;1.881;1.81485714286;14
850.0;425.0;1.669;1.894;1.83177272727;22
850.0;450.0;1.783;1.886;1.85064705882;17
850.0;475.0;1.661;1.883;1.85911764706;17
850.0;500.0;1.664;1.89;1.84640740741;27
850.0;525.0;1.739;1.89;1.85604761905;21
850.0;550.0;1.52;1.889;1.83985;20
850.0;575.0;1.661;1.898;1.838175;40
850.0;600.0;1.633;1.894;1.84603448276;29
850.0;625.0;1.622;1.893;1.84492;25
850.0;650.0;1.837;1.893;1.88016666667;6
850.0;675.0;1.77;1.797;1.7835;2
875.0;0.0;1.536;1.885;1.7958;20
875.0;25.0;1.564;1.881;1.80627272727;11
875.0;50.0;1.681;1.857;1.81042857143;7
875.0;75.0;1.604;1.882;1.81;8
875.0;100.0;1.668;1.869;1.8214;10
875.0;125.0;1.691;1.883;1.845;9
875.0;150.0;1.59;1.897;1.79985714286;7
875.0;175.0;1.596;1.886;1.793;13
875.0;200.0;1.604;1.888;1.78107692308;13
875.0;225.0;1.615;1.879;1.80154545455;11
875.0;250.0;1.742;1.872;1.82644444444;9
875.0;275.0;1.75;1.888;1.83655555556;9
875.0;300.0;1.788;1.88;1.850125;8
875.0;325.0;1.749;1.884;1.84507142857;14
875.0;350.0;1.617;1.884;1.821;10
875.0;375.0;1.781;1.891;1.84444444444;9
875.0;400.0;1.68;1.892;1.82822222222;9
875.0;425.0;1.716;1.904;1.83057142857;21
875.0;450.0;1.674;1.887;1.8320952381;21
875.0;475.0;1.758;1.888;1.85645;20
875.0;500.0;1.736;1.888;1.85313636364;22
875.0;525.0;1.701;1.89;1.84215;20
875.0;550.0;1.703;1.89;1.8562;30
875.0;575.0;1.609;1.892;1.83390322581;31
875.0;600.0;1.532;1.892;1.82913043478;23
875.0;625.0;1.647;1.896;1.84055172414;29
875.0;650.0;1.764;1.893;1.86142857143;7
875.0;675.0;1.894;1.894;1.894;1
900.0;0.0;1.541;1.895;1.82505263158;19
900.0;25.0;1.796;1.888;1.8505;12
900.0;50.0;1.621;1.863;1.78122222222;9
900.0;75.0;1.582;1.891;1.82235714286;14
900.0;100.0;1.633;1.898;1.84107692308;13
900.0;125.0;1.689;1.889;1.8385;14
900.0;150.0;1.654;1.896;1.81233333333;6
900.0;175.0;1.558;1.876;1.82405263158;19
900.0;200.0;1.717;1.88;1.83076923077;13
900.0;225.0;1.607;1.888;1.83966666667;18
900.0;250.0;1.714;1.885;1.82727272727;11
900.0;275.0;1.698;1.879;1.8319;10
900.0;300.0;1.73;1.899;1.843375;16
900.0;325.0;1.786;1.884;1.84571428571;7
900.0;350.0;1.594;1.889;1.80966666667;12
900.0;375.0;1.726;1.885;1.85008333333;12
900.0;400.0;1.768;1.89;1.84475;12
900.0;425.0;1.636;1.882;1.82888888889;27
900.0;450.0;1.568;1.889;1.8392;30
900.0;475.0;1.606;1.902;1.83244444444;18
900.0;500.0;1.714;1.892;1.84215384615;13
900.0;525.0;1.689;1.894;1.8459047619;21
900.0;550.0;1.681;1.891;1.83666666667;24
900.0;575.0;1.691;1.892;1.84642857143;21
900.0;600.0;1.762;1.896;1.85420689655;29
900.0;625.0;1.801;1.897;1.86031578947;19
900.0;650.0;1.855;1.891;1.87533333333;6
925.0;0.0;1.718;1.894;1.84523076923;13
925.0;25.0;1.543;1.882;1.80133333333;12
925.0;50.0;1.661;1.885;1.79729411765;17
925.0;75.0;1.608;1.888;1.83288235294;17
925.0;100.0;1.741;1.821;1.788;3
925.0;125.0;1.696;1.879;1.82536363636;11
925.0;150.0;1.699;1.893;1.83858333333;12
925.0;175.0;1.678;1.874;1.8138125;16
925.0;200.0;1.75;1.892;1.85476923077;13
925.0;225.0;1.816;1.892;1.8617;10
925.0;250.0;1.594;1.891;1.80504545455;22
925.0;275.0;1.726;1.884;1.82661538462;13
925.0;300.0;1.685;1.882;1.82008333333;12
925.0;325.0;1.688;1.887;1.82583333333;12
925.0;350.0;1.565;1.885;1.81388888889;18
925.0;375.0;1.616;1.881;1.82114285714;14
925.0;400.0;1.71;1.887;1.842;19
925.0;425.0;1.709;1.887;1.83513636364;22
925.0;450.0;1.621;1.89;1.83203846154;26
925.0;475.0;1.708;1.894;1.84406666667;30
925.0;500.0;1.744;1.895;1.84873913043;46
925.0;525.0;1.651;1.893;1.8264516129;31
925.0;550.0;1.638;1.898;1.84730434783;46
925.0;575.0;1.663;1.896;1.8574;40
925.0;600.0;1.616;1.897;1.85261702128;47
925.0;625.0;1.673;1.896;1.84744117647;34
925.0;650.0;1.572;1.902;1.823;14
925.0;675.0;1.873;1.873;1.873;1
950.0;0.0;1.639;1.865;1.78933333333;3
950.0;25.0;1.81;1.869;1.8395;2
950.0;50.0;1.853;1.884;1.86866666667;3
950.0;75.0;1.727;1.89;1.8275;4
950.0;100.0;1.892;1.892;1.892;1
950.0;125.0;1.645;1.871;1.758;2
950.0;150.0;1.731;1.89;1.8105;2
950.0;175.0;1.864;1.873;1.869;3
950.0;200.0;1.79;1.858;1.83533333333;3
950.0;225.0;1.728;1.873;1.789;3
950.0;250.0;1.876;1.876;1.876;1
950.0;275.0;1.753;1.874;1.8105;4
950.0;300.0;1.8;1.884;1.85675;4
950.0;325.0;1.799;1.825;1.812;2
950.0;350.0;1.785;1.878;1.85275;4
950.0;375.0;1.687;1.882;1.811;4
950.0;400.0;1.791;1.876;1.83775;4
950.0;425.0;1.868;1.868;1.868;1
950.0;450.0;1.725;1.888;1.8418;5
950.0;475.0;1.642;1.896;1.83015384615;13
950.0;500.0;1.75;1.896;1.8406;10
950.0;525.0;1.808;1.888;1.84033333333;6
950.0;550.0;1.858;1.895;1.88025;8
950.0;575.0;1.585;1.892;1.82927272727;11
950.0;600.0;1.789;1.889;1.83542857143;7
950.0;625.0;1.78;1.886;1.8371;10
950.0;650.0;1.879;1.879;1.879;1
975.0;150.0;1.707;1.707;1.707;1
